OSM_ID;type;lat;lon;addr:postcode;addr:street;addr:housenumber;amenity;name;opening_hours;cuisine
1625431887;node;47.4027881;8.492523;;Limmattalstrasse;252;restaurant;Restaurant Maharani;"Tu-Fr 11:00-14:00,18:00-23:00; Sa,Su 18:00-23:00";indian
1625432215;node;47.4034913;8.496471;;;;restaurant;Zahl-Bar;;
1639345927;node;47.3940437;8.5274538;8037;Nordstrasse;245;fast_food;Flying Pizza;;pizza
1660334586;node;47.3572037;8.5153739;;;;restaurant;Free Flow;Mo-Fr 11:15-13:45;international
1660334590;node;47.3570928;8.5152318;;;;cafe;Bloom Bar;;
1669832850;node;47.3889194;8.492455;8048;Albulastrasse;58;cafe;Pfyl;Mo-Fr 07:00-18:00, Sa 07:00-14:00;
1695186448;node;47.3702244;8.5194587;8003;Birmensdorferstrasse;150;restaurant;Gasthof Falken Wiedikon;Mo-Sa 11:30-24:00, Su 11:30-23:00;
1701214527;node;47.3696191;8.5554987;8032;Freiestrasse;50;cafe;Vier Linden Imbiss-Café;"Mo-Fr 06:30-18:30; Sa 06:30-16:00";"regional;breakfast"
1710700206;node;47.3608803;8.5478901;8008;Bellerivestrasse;2;restaurant;Ristorante Frascati;"Mo-Sa 09:00-24:00; Su 10:00-24:00";italian
1721512241;node;47.3686567;8.5339963;8002;Gartenstrasse;10;restaurant;Korner;"Mo-We 11:30-13:30,17:30-21:30; Th-Sa 11:30-22:00; PH closed";burger
1728845231;node;47.3584615;8.553987;8008;Seefeldstrasse;113;pub;D-Vino;"Mo 11:00-23:00; Tu-Sa 11:00-24:00; Su off ""für geschlossene Gesellschaften auf Anfrage""";
1728953807;node;47.3635603;8.5495722;8008;Seefeldstrasse;27;restaurant;Sazio Osteria;"Mo 11:00-18:30; Tu-Th 11:00-23:00; Fr 11:00-18:30; Sa 11:00-16:00";
1740683810;node;47.3654045;8.5471561;8001;Sechseläutenplatz;10;restaurant;Brasserie Schiller;;
1743220322;node;47.3672456;8.5455842;8001;Theaterstrasse;22;fast_food;Sternen Grill Take Away;Mo-Su 10:30-23:45;regional
1752195919;node;47.371284;8.5235117;8003;Birmensdorferstrasse;80;cafe;Caffè Spettacolo;"Mo-Fr 05:00-20:00; Sa 06:00-20:00; Su 07:00-20:00";coffee_shop
1760802114;node;47.3777051;8.5326235;8021;Lagerstrasse;41;cafe;Café ZHAW;;
1760802115;node;47.3773415;8.5332076;8004;Freischützgasse;14;restaurant;Kennedy's Irish Pub;"Mo-Th 11:30-24:00; Fr-Sa 11:30-24:00+; Su 13:00-24:00";
1782405711;node;47.3618069;8.5265712;8002;Waffenplatzstrasse;1;restaurant;Lotus Garden;Tu-Sa 11:30-14:00, 18:00-21:00;chinese
1805850104;node;47.3582869;8.5223571;8045;Kalanderplatz;;cafe;Starbucks;"Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 10:00-20:00";coffee_shop
1815839613;node;47.3715341;8.5245733;8004;Freyastrasse;3;restaurant;Silex;Tu-Su 18:00-24:00;
1817263418;node;47.3719093;8.525645;8004;Gartenhofstrasse;1;restaurant;Gartenhof;;regional
1817263466;node;47.371639;8.524892;8004;Birmensdorferstrasse;58;restaurant;Hermanseck;"Mo-Fr 11:30-14:00, 19:00+; Sa 19:00+; Su off";regional
1819652476;node;47.3629747;8.5324508;8002;Lavaterstrasse;33;restaurant;Florentin;"Mo-Th 12:00-14:30,18:00-22:00; Su 17:00-21:00";jewish
1821360725;node;47.3615244;8.526657;;;;cafe;Poushe Strudelhaus;Mo-Su 10:00-18:00;
1828093224;node;47.3591886;8.5925439;8053;Witikonerstrasse;382;cafe;Hotz;"Mo-Fr 06:30-18:30; Sa 06:30-16:30; Su 08:00-12:00";
1828352894;node;47.4149042;8.5468401;;;;fast_food;Pizza Pirata Kurier;;italian
1828352899;node;47.4151692;8.5468187;;;;restaurant;Goranac Sofra;;middle_eastern
1828354019;node;47.4175197;8.5462279;;;;cafe;Ami Tea Room;;
1828358570;node;47.4128096;8.545181;8050;Wattstrasse;3;restaurant;Lamky;"Mo-Sa 10:30-14:30,17:00-23:00; Su 17:00-23:00";chinese
1829912224;node;47.3749526;8.5290757;8004;Bäckerstrasse;36;restaurant;Don Leone;"Mo-Tu 17:00-24:00; We-Fr 11:00-14:30, 17:30-24:00; Sa-Su 17:30-24:00";"italian;pizza"
1837635768;node;47.4200742;8.5482532;8052;Schaffhauserstrasse;473;fast_food;Awania;;kebab
1840633299;node;47.4124987;8.5445738;8050;Affolternstrasse;10;restaurant;Binzgarten;"Su-Th 08:30-24:00; Fr-Sa 08:30-03:00";italian
1842297632;node;47.3615076;8.517904;8045;Uetlibergstrasse;103;fast_food;Payamlino Take Away;"Mo-Fr 08:30-23:00; Sa-Su 10:00-23:00";"pizza;kebab;balkan;burger"
1861539580;node;47.3686456;8.5015488;8055;Birmensdorferstrasse;427;restaurant;Tamarind Hill;Tu-Fr 11:00-14:00, Tu-Su 17:30-22:30;indian
1864187711;node;47.4106547;8.5463538;;;;pub;Cooper's Pub;"Mo-Th 16:00-24:00; Fr-Sa 16:00-02:00, Su 16:00-22:00";
1864751576;node;47.4105086;8.548421;;;;restaurant;Malabar;Tu-Su 17:30-22:00;indian
1864890970;node;47.4092125;8.5475564;;;;fast_food;Jao Praya;;thai
1864891187;node;47.4103887;8.5471916;;;;restaurant;Restaurant & Pizza Furetto;"Mo-Fr 08:00-22:00; Sa 09:00-22:00";
1867263239;node;47.381545;8.5483263;8006;Universitätstrasse;56;restaurant;Rubina;Mo-Fr 11:30-14:00,18:00-23:00;regional
1882140710;node;47.3691547;8.5011383;8055;Birmensdorferstrasse;430;restaurant;Burgers & Shakes;;"american;burger"
1888545640;node;47.3817668;8.533656;8005;Konradstrasse;69;restaurant;El Luchador;"Mo-Th 17:00-00:00; Fr-Sa 17:00-01:00";mexican
1895863272;node;47.3886467;8.5361093;8037;Nordstrasse;88;cafe;Café des Amis;"Mo-Fr 08:00-24:00; Sa 09:00-24:00; Su 09:00-18:00";coffee_shop
1903015975;node;47.3659186;8.5215962;;;;cafe;La casa del cappuccino;;
1906557572;node;47.3780904;8.4982984;;;;restaurant;Mangostan;Mo-Fr 11:30-14:00;thai
1916287498;node;47.3901439;8.5223613;8005;Hardstrasse;318;restaurant;Wurst und Moritz;"Mo-We 11:00-22:00; Th-Sa 10:00-23:45; Su 11:00-22:00";sausage
1920641564;node;47.3703052;8.5207971;;;;restaurant;Petit Saigon;;vietnamese
1924110438;node;47.369829;8.5207027;;;;fast_food;Famiglia Tremonte;;italian
1925758871;node;47.3699912;8.518351;8003;Kehlhofstrasse;2;restaurant;Bierstube Scheidegg;;
1925758880;node;47.3708827;8.5157585;8003;Birmensdorferstrasse;200;restaurant;Victoria Restaurant;;
1937286216;node;47.40925;8.538226;8050;Regensbergstrasse;175;restaurant;My Kebap;Mo-Su 10:00-24:00;"kebab;pizza;turkish"
1937429078;node;47.3878313;8.5189366;8005;Pfingstweidstrasse;6;restaurant;Brisket;"Tu-Fr 11:30-13:30,17:00-23:00; Sa 16:00-23:00";"Southern_BBQ;american"
1937429085;node;47.3863155;8.5167264;8005;Zahnradstrasse;21;restaurant;LY'S Asia;"Sa 17:00-24:00; Su-Fr 11:00-15:00,17:00-24:00";asian
1946105410;node;47.370521;8.5137146;8003;Kalkbreitestrasse;136;fast_food;Flash Bistro;;kebab
1958808378;node;47.4146804;8.5585062;;Hagenholzstrasse;79;fast_food;Maboon;"Su 15:00-22:00; Mo-We 11:30-14:00, 17:30-22:00; Th, Fr 11:30-22:00";thai
1958820922;node;47.4165977;8.5558212;;;;restaurant;Thai Erawan;"Mo-Fr 11:00-14:00,18:00-21:00; Sa-Su off";thai
1964156339;node;47.3736181;8.5456942;8001;Predigerplatz;34;restaurant;New Bombay;"Mo-Fr 11:30-14:30,17:00-21:30; Sa 16:00-21:30; Su 17:00-21:00";indian
1964869590;node;47.4180995;8.5565889;8050;Leutschenbachstrasse;71;restaurant;Tasty Haus;"Mo-Fr 11:00-14:00, 17:00-22:00; Sa 17:00-22:00";chinese
1967357676;node;47.3880703;8.5141661;;;;restaurant;Equinox;"12:00-14:00; 18:00-22:30";
1968784702;node;47.4149963;8.5520783;8050;Thurgauerstrasse;40;fast_food;dean&david;Mo-Fr 07:00-15:00;"salad;sandwich"
1975523704;node;47.4262082;8.5054134;8046;Katzenseestrasse;15;restaurant;Wirtschaft Unterdorf;Tu-Su 10:30-19:00;regional
1978573306;node;47.384162;8.5304006;8005;Luisenstrasse;40;restaurant;Cucina;"Mo-Th 11:30-14:00,17:30-23:00; Fr-Su 11:30-23:00";"italian;pizza"
1978573308;node;47.383294;8.5301807;8005;Langstrasse;215;restaurant;Cinque;Mo-Fr 11:30-14:00, Mo-Sa 18:00-24:00;italian
1986773362;node;47.3909932;8.5455952;;;;restaurant;Moudi's Lecker Garten;;
2008369716;node;47.3760181;8.5277705;;Ankerstrasse;108;restaurant;Centro;;italian
2018246102;node;47.3522874;8.5083976;8045;Uetlibergstrasse;341;restaurant;Schützenhaus Albisgüetli;"Mo-Sa 08:00-23:30; Su 09:00-23:30";regional
2028881211;node;47.3876933;8.4855445;8048;Lindenplatz;6;cafe;Buena Vista Cafebar;"Mo-Fr 08:30-22:00; Sa 08:00-22:00";
2028881393;node;47.3879937;8.4861656;;;;cafe;Cafe Bar Memo;Mo-Su 08:00-23:00;kebab
2028882332;node;47.3868901;8.4898386;8048;Badenerstrasse;647;restaurant;Restaurant Casino;Mo-Sa 08:00-18:30;
2037084628;node;47.4063257;8.5376266;8057;Hofwiesenstrasse;265;restaurant;Gasthaus Hofwiesen;"Mo-Fr 11:30-14:00, 17:30-23:30; Sa 17:30-23:30";
2039838359;node;47.3780832;8.5349092;8004;Europaallee;7;cafe;Starbucks;"Mo-Fr 06:30-21:00; Sa 07:30-20:00; Su 09:00-20:00";coffee_shop
2051292454;node;47.3743132;8.521665;8004;Badenerstrasse;157;fast_food;Tiny Fish;Mo-Fr 11:30-21:00;sushi
2069791719;node;47.3891509;8.5177829;8005;Schiffbaustrasse;10;restaurant;Aubrey;"Mo-Th 11:00-24:00; Fr 11:00-04:00, Sa 18:00-04:00";
2080866145;node;47.3745867;8.5167793;8003;Sihlfeldstrasse;45;restaurant;Sher-E-Punjab;Mo-Sa 10:00-22:00;indian
2096668071;node;47.386998;8.4893909;8048;Badenerstrasse;649;restaurant;Taj Mahal;"Tu-Fr 11:00-14:00,17:00-22:00; Sa,Su 12:00-22:00";indian
2096668239;node;47.3853808;8.4947482;;Badenerstrasse;582;fast_food;Ruenthai 2 Take Away;Mo-Fr 10:00-18:00;
2096668242;node;47.3885319;8.4865979;;;;cafe;bar zueri west;;
2100498784;node;47.4063615;8.4810482;8049;Konrad-Ilg-Strasse;4;cafe;Bäckerei Café Frankental;"Mo-Fr 06:30-18:30; Sa 07:00-17:00; Su 08:00-17:00";
2110405159;node;47.3840714;8.5291751;8005;Gasometerstrasse;26;restaurant;Molino;Mo-Su 10:00-24:00;pizza
2121176772;node;47.3853864;8.5482515;8006;Universitätstrasse;115;cafe;Kafi Seilbahn Rigiblick;"Mo-Fr 06:15-20:00; Sa 07:00-18:00; Su 07:30-18:00";"cafe;bakery"
2124855613;node;47.385169;8.5190628;8005;Geroldstrasse;23;restaurant;Frau Gerolds Garten;"Mo-Sa 11:00-24:00; Su 12:00-22:00";
2136057722;node;47.3918258;8.5138982;8005;Förrlibuckstrasse;70;cafe;Pause im foifi;;
2140368471;node;47.3804786;8.5472423;;;;restaurant;Bamboo Inn;"Tu-Sa 11:45-14:00,18:00-22:00; Su 11:45-14:00; Mo off";chinese
2140368560;node;47.3821725;8.5474623;8006;Culmannstrasse;45;restaurant;Stapferstube da Rizzo;"Mo-Sa 11:30-14:30,18:00-24:00; Su off";italian
2172011599;node;47.4136106;8.5336274;8050;Binzmühlestrasse;170;restaurant;Nœrd Kantine;Mo-Fr 11:30-14:00;
2205041339;node;47.371563;8.5412445;;;;cafe;Mont Martre;"Tu-Sa 09:00-23:00; Su 09:00-17:00";
2207042728;node;47.3737738;8.5036355;8055;Gutstrasse;152;cafe;Café-Bistro im Guet;;
2208336164;node;47.4157127;8.5449517;;;;restaurant;La Forchetta;;italian
2208336165;node;47.4150386;8.5452746;8050;Schaffhauserstrasse;413;restaurant;Perim;;
2211167499;node;47.3703723;8.5083674;8055;Birmensdorferstrasse;320;restaurant;Migros Restaurant;"Mo-Sa 08:00-17:00; PH off";international
2232079973;node;47.3934655;8.4738653;8048;Badenerstrasse;816;restaurant;King To;;chinese
2232079982;node;47.3936079;8.4737249;8048;Badenerstrasse;816;fast_food;Bella Pizza;"Mo-Sa 11:00-22:30;Su 17:00-22:00";pizza
2232152207;node;47.3945224;8.4748209;8048;Hermetschloostrasse;70;restaurant;Kantine Hermetschloo;Mo-Fr 09:00-16:00;
2261078138;node;47.3696972;8.5259942;8003;Schimmelstrasse;2;fast_food;Domino's;"Su-Fr 11:00-13:30, 17:00-00:00; Fr-Sa 11:00-00:00";pizza
2261798640;node;47.4307073;8.5117161;;;;fast_food;Leng's Imbiss;;
2262480164;node;47.3647359;8.5319879;8002;Gotthardstrasse;66;fast_food;Heidi & Tell Co.;"Mo-Fr 10:00-22:30; Sa 11:00-22:30";burger
2274216672;node;47.3954067;8.5054408;;;;restaurant;Turbinenhaus;;
2279144887;node;47.3678813;8.4944949;8055;Triemlistrasse;210;cafe;Thiwa;"Mo-Fr 06:30-14:00, 15:30-18:30; Sa-Su 08:00-16:00";
2281350139;node;47.3695706;8.5132589;8055;Friesenbergstrasse;12;fast_food;Yoyo Pizza;Mo-Fr 10:00-14:00,17:00-23:00, Sa,Su 13:00-23:00;italian
2289533439;node;47.3782017;8.5408542;8001;;;restaurant;Restaurant Oase;Mo-Su 06:00-22:00;
2289568166;node;47.3641649;8.5546725;8008;Zollikerstrasse;1;restaurant;Sangam Palace;;indian
2289574750;node;47.3635165;8.5496085;8008;Seefeldstrasse;27;fast_food;Sazio Take Away;Mo-Fr 11:30-14:00;
2295926930;node;47.3808206;8.5183332;8004;Hohlstrasse;187;restaurant;Evin Kebap Haus;;kebab
2298795773;node;47.3739062;8.5183137;8003;Weststrasse;162;restaurant;Ya Ke;;chinese
2298795774;node;47.3733877;8.5189589;8003;Weststrasse;146;restaurant;Yardbird Southern Fried Chicken;"Su-Th 17:00-21:00; Fr,Sa 17:00-22:00";american
2328554926;node;47.3758611;8.5142545;;;;restaurant;Parea;;italian
2330325921;node;47.3784801;8.533862;8004;Europaallee;15;restaurant;Loft Five;Mo-Th 11:30-24:00, Fr 11:30-02:00, Sa 10:30-02:00;international
2330370117;node;47.3735313;8.5329889;8021;Gessnerallee;3;restaurant;Swiss Casino Zürich;;
2330404237;node;47.3883414;8.4837689;8048;Badenerstrasse;705;restaurant;Restaurant Krone;"Mo-Fr 09:00-23:00; Sa 17:00-23:00";fine_dining
2330404759;node;47.3876448;8.4845519;;;;cafe;Residenz Café Spirgarten;Mo-Su 08:00-21:00;
2341890285;node;47.3704129;8.5410105;;;;restaurant;Presse Club;;
2341965691;node;47.3749062;8.539532;8001;Werdmühlestrasse;4;restaurant;Black Tap;"Su,Mo 11:30-22:00; Tu-Sa 11:30-23:00";burger
2348674695;node;47.375994;8.487962;8047;Albisriederstrasse;330;restaurant;Trattoria Emilia;"Tu-Su 11:00-23:00; Mo off";italian
2352498668;node;47.369497;8.557336;;;;pub;Bar am Egge;Mo-Sa 17:00-24:00;
2355693108;node;47.4092114;8.5377071;8050;Birchstrasse;120;restaurant;Lemon;Mo-Su 10:00-23:00;"pizza;kebab"
2366401882;node;47.4109228;8.5376629;8050;Birchstrasse;147;restaurant;Virtù;;italian
2383597668;node;47.3972168;8.5323442;;;;restaurant;Meister GAO;"Mo-Fr 11:30-14:00,17:30-22:30; Sa-Su 17:30-22:30";chinese
2383597672;node;47.3954854;8.5318493;;;;restaurant;SAHltimbocca;Mo-Fr 08:30-19:30;
2392657620;node;47.379135;8.5445168;8006;Weinbergstrasse;30;cafe;Kleine Freiheit;"Mo-Fr 08:00-22:00; Sa-Su 10:00-22:00";"cake;lebanese;coffee_shop"
2395154664;node;47.3777854;8.5272463;8004;Brauerstrasse;36;restaurant;Stereo;;
2427316757;node;47.3787664;8.5416161;;;;fast_food;Dim Sum Take-Away;;
2428113874;node;47.4141188;8.546796;;;;fast_food;Food of Punjab;;
2435234050;node;47.374232;8.5186319;8003;Meinrad-Lienert-Strasse;3;cafe;Shanti Jay;Tu 18:00-23:59;
2452626421;node;47.3857229;8.5395166;;;;fast_food;Fux und Haas;;sandwich
2456775289;node;47.3583286;8.5571633;8008;Mühlebachstrasse;148;restaurant;blindekuh;"Mo off; Tu-Sa 18:00-23:00; Su 17:30-23:00";regional
2463374628;node;47.3739155;8.5157835;8003;Gertrudstrasse;26;restaurant;Restaurant Gertrudhof;"Tu-Fr 11:00-14:00, 17:30-23:00; Sa 17:00-23:00; Su 16:00-22:00";german
2465121289;node;47.3854018;8.5183169;8005;Geroldstrasse;31;restaurant;Rosso;"Mo-Fr 11:30-00:30; Sa-Su 17:00-00:30";italian
2465672010;node;47.3698659;8.5184776;8003;Kehlhofstrasse;4;cafe;Casa del Gato;We-Su 10:00-20:00;
2465850943;node;47.4094888;8.5445789;;;;fast_food;Original Kebap Haus;10:00-23:00;kebab
2468882558;node;47.3673012;8.56085;8032;Asylstrasse;70;restaurant;Bistrot à Paris;;
2509647639;node;47.3866392;8.539917;8006;Stampfenbachstrasse;142;fast_food;Janni Pizza Kurier;;pizza
2514418477;node;47.4041372;8.5342275;8057;Wehntalerstrasse;120;restaurant;Jeunesse;;
2522356354;node;47.3825966;8.4926584;;Flurstrasse;72;restaurant;UBS Restaurant Snackeria Flurhof;;
2523233081;node;47.3734083;8.525345;8004;Wyssgasse;2;restaurant;Ruenthai 3;Mo-Fr 09:00-17:00;thai
2528352535;node;47.4228696;8.5417788;8052;Seebacherstrasse;65;restaurant;Restaurant Bürgli;;german
2528376409;node;47.4122394;8.5468777;8050;Siewerdtstrasse;380;pub;Sip's Pub;"Mo-Th 16:00-24:00; Fr-Sa 16:00-02:00; Su 16:00-24:00";
2538129140;node;47.4067908;8.5482253;8050;Schaffhauserstrasse;306;restaurant;Tamarind Hill;Tu-Fr 11:00-14:00, Tu-Su 17:30-22:30;indian
2559518450;node;47.4143809;8.5583693;;;;restaurant;Ephesus;Mo-Sa 10:00-14:00, Mo-Sa 17:30-23:00;"italian;mediterranean;pizza;greek;türkisch"
2591914496;node;47.4097353;8.5460335;8050;Schaffhauserstrasse;353;restaurant;Tschingg;Mo-Fr 07:30-19:00, Sa 08:30-17:00;pasta
2609631499;node;47.3600494;8.5690109;8032;Forchstrasse;211;restaurant;Grand‘in Osteria;;italian
2628991067;node;47.3722182;8.5196023;;;;restaurant;Wirtschaft im Franz;;
2635576908;node;47.411255;8.545482;8050;;;restaurant;Romarino;Mo-Sa 11:00-21:30;italian
2641352539;node;47.3708122;8.557219;;;;cafe;Café Paradiesli;;
2663342789;node;47.4270313;8.5102272;8046;Bärenbohlstrasse;47;restaurant;Restaurant Büsi;"Mo-Fr 08:00-23:00; Sa off; PH,Su 09:00-21:00";regional
2674582306;node;47.3843311;8.5286143;8005;Motorenstrasse;25;restaurant;Tavernaki Kalymnos;Mo-Fr 11:00-14:00,17:00-24:00, Sa 17:00-24:00;greek
2677704001;node;47.3983794;8.536259;8057;Bucheggstrasse;103;restaurant;Tramblu;"Mo 09:00-14:00; Tu-Fr 09:00-14:00, 17:30-23:00; Sa 17:30-24:00";
2697748607;node;47.3885207;8.5256303;;;;restaurant;Costa Brava;Mo-Fr 11:30-14:30, Mo-Sa 18:00-24:00;spanish
2697748612;node;47.3886259;8.5253686;8005;Limmatstrasse;273;restaurant;Pizzeria Margheri;;italian
2710664809;node;47.3824302;8.5141533;;;;restaurant;Hardplatz chez Thomas CLOSED as of 2023-05-27;;
2710665894;node;47.382236;8.5145177;8004;Hardplatz;7;restaurant;Etna;Mo-Sa 08:00-24:00, Su 12:00-24:00;"italian;pizza"
2711625369;node;47.3719325;8.5402773;8001;Glockengasse;9;restaurant;Churrasco Steakhouse & Bar;Mo-Su 11:00-24:00;steak_house
2746139382;node;47.3885695;8.539287;8006;Schaffhauserstrasse;8;restaurant;Mama's Beck;;coffee_shop
2754238637;node;47.390581;8.5174657;8005;Giessereistrasse;18;fast_food;Hitzberger;"Mo-Fr 08:00-20:00; Sa 10:00-16:00";
2805300170;node;47.4016808;8.4989566;;;;restaurant;Pizzeria Rapido;Mo-Fr 08:30-22:00;pizza
2820385132;node;47.3749363;8.5823881;8044;Adlisbergstrasse;75;restaurant;Adlisberg;"Mo-Sa 10:00-24:00; Su 10:00-23:00";regional
2867994617;node;47.3781481;8.5269898;8004;Langstrasse;92;fast_food;Palestine Grill;"Mo-Sa 11:30-00:00; Su 14:00-21:00";falafel
2885050301;node;47.3693102;8.5325414;;;;restaurant;HATO;"Mo-Fr 11:30-14:30,18:00-23:45; Sa 18:00-23:45; PH closed";asian
2888142444;node;47.3775576;8.5438988;8001;Stampfenbachstrasse;6;restaurant;Positano;;pizza
2888142445;node;47.3793233;8.5435476;8001;Stampfenbachstrasse;32;restaurant;Bombay Karachi;Mo-Fr 11:00-14:00,18:00-21:30;indian
2888142446;node;47.3777853;8.5438498;8001;Stampfenbachstrasse;8;restaurant;Commihalle;"Mo-Fr 09:00-24:00; Sa-Su 11:00-24:00";italian
2888172595;node;47.3815179;8.5422215;8006;Stampfenbachstrasse;68;restaurant;Santa Lucia Subito;;"italian;pizza"
2888173290;node;47.3811314;8.542114;8006;Stampfenbachstrasse;63;fast_food;Take Easy Thai Food;Mo-Fr 11:00-15:00;thai
2890776284;node;47.3823352;8.5406266;;;;restaurant;White Elephant;Mo-Fr 12:00-14:00, Su-Th 18:00-22:00, Fr-Sa 18:00-23:00;thai
2893344848;node;47.3776566;8.4989379;8003;Letzigraben;101;cafe;Café Hubertus;"Mo-Sa 07:00-18:00; Su 08:00-18:00";
2901977801;node;47.3837629;8.5298256;8005;Josefstrasse;112;restaurant;Burgermeister;;burger
2904476133;node;47.384308;8.5301874;8005;Luisenstrasse;43;restaurant;4Leoni;"Mo-Fr 11:30-14:30,18:00-23:30; Sa 18:00-23:30; Su 11:30-23:30";italian
2904476134;node;47.3846382;8.5297901;;;;restaurant;Valentin;Mo-Fr 11:30-14:00,17:30-24:00, Sa 18:00-02:00;
2904476135;node;47.384832;8.5295929;;Heinrichstrasse;83;restaurant;La Contrada;"Tu-Fr 10:00-14:00, 17:30-00:30; Sa, Su 17:30-00:30";
2904476136;node;47.3847907;8.5277141;8005;Josefstrasse;146;restaurant;Friends Corner;Mo-Sa 11:00-22:30;indian
2904487294;node;47.3838905;8.5289598;8005;Gasometerstrasse;24;restaurant;Josef;"Mo-Fr 11:30-14:00, Mo-We 17:00-01:00; Th-Sa 17:00-02:00";
2904973400;node;47.3857107;8.5420014;8006;Weinbergstrasse;107;restaurant;El Alebríje;;mexican
2909169939;node;47.3703146;8.5129296;8055;Goldbrunnenstrasse;115;fast_food;Domino's Pizza;"Mo-Th 11:00-13:30, 17:00-23:00; Fr 11:00-13:30, 17:00-24:00; Sa 11:00-24:00; Su 11:00-23:00";pizza
2915838517;node;47.373809;8.5296981;8004;Lutherstrasse;4;restaurant;Tschingg;Mo-Sa 08:00-22:00;pasta
2915840754;node;47.3741873;8.5235937;8004;;;cafe;Visitor;;
2915847505;node;47.3749537;8.5244837;8004;Langstrasse;13;restaurant;PHO Vietnam;"Mo-Th 11:00-14:00,16:30-22:00; Fr 11:00-14:00,17:00-23:00; Sa 11:00-23:00; Su 11:00-22:00";vietnamese
2917046566;node;47.3724638;8.540819;;Pfalzgasse;4;restaurant;Lindenhofkeller;"Tu-Fr 18:00-24:00; We 11:30-14:00";
2920747284;node;47.3722486;8.5393486;8001;Augustinergasse;28;restaurant;Stamped Burgers & Fries;;
2923001958;node;47.3832801;8.528361;8005;Neugasse;76;restaurant;Chimy's;"Mo 00:00-24:00; Tu-Sa 18:00-23:00; Su 17:30-22:00";asian
2923916073;node;47.3646948;8.531126;8002;Tessinerplatz;10;fast_food;Brezelkönig;"Mo-Fr 05:00-21:00; Sa 09:00-18:00; Su 10:00-16:00";pretzel
2924593640;node;47.3792517;8.5241155;8004;Brauerstrasse;87;restaurant;Chianalea Ristorante Pizzeria;;italian
2948982931;node;47.3877262;8.5265882;8005;Limmatstrasse;231;cafe;St. Jakob Beck;"Mo-Fr 07:00-20:00; Sa 08:00-20:00";
2953133723;node;47.388317;8.576942;;;;restaurant;Thailodge;;thai
2957645174;node;47.390294;8.5392273;8006;Schaffhauserstrasse;32;restaurant;Thali Indian Restaurant;"Mo-Fr 11:00-14:00, Mo-Fr 17:30-22:00; Sa-Su 17:30-22:00";indian
2975855240;node;47.3767849;8.526869;8004;Molkenstrasse;20;restaurant;Tremondi;"Tu-Th 18:00-01:00; Fr-Sa 18:00-04:00";
2995524935;node;47.3901929;8.511288;8005;Pfingstweidstrasse;95;cafe;Bistro Chez Toni;"Mo-We 08:00-18:00; Th,Fr 08:00-20:30";
2995552333;node;47.3908067;8.5090238;8005;Pfingstweidstrasse;104;restaurant;naanu;Tu-Fr 10:00-14:00, Tu-Sa 18:00-22:00;indian
3000301918;node;47.3386513;8.5176156;;;;restaurant;Restaurant Manegg;Mo-Fr 11:30-13:15;regional
3010412639;node;47.3741593;8.5142574;8003;Idaplatz;4;pub;Le Calvados;;
3013422856;node;47.3789304;8.5314462;8004;Europaallee;47;restaurant;Ynos;"Mo-Th 11:00-24:00; Fr 11:00-02:00; Sa 09:00-02:00";greek
3017871533;node;47.3734609;8.5298891;8004;Badenerstrasse;21;cafe;Starbucks;"Mo-We 06:30-20:00; Th-Fr 06:30-21:00; Sa 08:00-21:00; Su 08:30-20:00";coffee_shop
3019151256;node;47.398823;8.466228;8048;Bernerstrasse;331;restaurant;Juchhof 2;;
3019152928;node;47.3636395;8.5495067;8008;Seefeldstrasse;25;restaurant;Wild Bowls;;
3024205605;node;47.3744654;8.5207529;8003;Badenerstrasse;171;restaurant;Bebek;"Mo-Su 08:00-24:00; Fr-Sa 08:00-01:00";
3024205609;node;47.3740794;8.5204972;8003;Kalkbreitestrasse;10;fast_food;Simply Soup Kalkbreite;Mo-Fr 07:30-16:00;
3070528634;node;47.3712723;8.5203159;;;;fast_food;Pizzeria la casa;;
3070546033;node;47.3709487;8.5195333;;;;restaurant;Schmiedhof;Mo-Fr 08:00-17:30;
3075095235;node;47.3653311;8.5475291;8001;Theaterstrasse;3;restaurant;NZZ am Bellevue;"Mo-We 06:00-01:00; Th-Fr 06:00-04:00; Sa 08:00-04:00; Su 10:00-01:00";
3075159038;node;47.4029458;8.4980459;;;;restaurant;Marcello's Bistro;Mo-Sa 07:00-19:00;
3078522543;node;47.3764324;8.5332318;8004;Militärstrasse;14;fast_food;Cartel - Crazy Burrito Shack;"Mo-Fr 11:30-13:30,18:00-21:00; Sa,Su 17:00-21:00";
3078526134;node;47.3764204;8.5283111;8004;Ankerstrasse;116;fast_food;7siech;Mo 10:30-00:00, Tu,We 10:30-00:30, Th 10:30-02:00, Fr,Sa 10:30-04:00, Su 10:30-00:30;"turkish;kebab;pizza;burger;pasta;falafel;chicken;sandwich"
3078606734;node;47.3766703;8.5332799;8004;Reitergasse;6;restaurant;Yume-Ramen;"Jan-Dec Mo-Fr 11:30-13:30; May-Sep Sa 12:00-13:30,18:00-21:30; Oct-Apr Sa 12:00-21:30";japanese
3085757533;node;47.374868;8.5364144;8001;Löwenstrasse;34;restaurant;Löweneck;"Mo off; Tu-Fr 11:30-14:30, 17:00-23:00; Sa 12:00-24:00; Su off";spanish
